timestamp,sensor_id,sensor_type,location,value,unit,battery_level,signal_strength,device_status,alert_triggered,maintenance_due
2025-07-03T20:49:55.887690Z,SENSOR_1342,pressure,Warehouse_A,998.15,hPa,72.1,-42,online,False,False
2025-08-04T02:52:22.887690Z,SENSOR_2551,motion,Factory_Floor_2,0.0,detected,70.4,-80,maintenance,False,False
2025-09-06T06:55:31.887690Z,SENSOR_2408,temperature,Factory_Floor_2,25.49,°C,11.5,-39,online,False,False
2025-08-21T07:04:35.887690Z,SENSOR_6886,light,Warehouse_A,935.68,lux,96.1,-48,online,False,False
2025-09-01T08:26:54.887690Z,SENSOR_9256,humidity,Factory_Floor_2,83.78,%,32.5,-32,offline,False,False
2025-09-22T08:47:04.887690Z,SENSOR_2831,light,Factory_Floor_2,72.82,lux,82.5,-68,online,False,False
2025-09-23T21:45:16.887690Z,SENSOR_7343,light,Data_Center,255.29,lux,93.7,-66,offline,False,False
2025-08-16T09:25:34.887690Z,SENSOR_5829,temperature,Warehouse_A,26.3,°C,48.9,-36,maintenance,False,False
2025-09-08T14:49:40.887690Z,SENSOR_1561,pressure,Factory_Floor_1,1007.84,hPa,57.6,-39,maintenance,False,False
2025-07-11T10:21:47.887690Z,SENSOR_1784,humidity,Warehouse_B,85.12,%,82.2,-72,maintenance,False,False
2025-07-08T10:22:56.887690Z,SENSOR_2271,pressure,Factory_Floor_1,993.94,hPa,24.6,-61,offline,False,False
2025-09-19T20:59:51.887690Z,SENSOR_2767,motion,Warehouse_A,1.0,detected,65.9,-64,online,False,True
2025-08-01T11:23:35.887690Z,SENSOR_2799,pressure,Factory_Floor_1,994.59,hPa,79.6,-56,maintenance,False,False
2025-07-19T14:09:55.887690Z,SENSOR_6021,pressure,Factory_Floor_1,1008.94,hPa,11.1,-43,offline,False,False
2025-08-08T13:05:09.887690Z,SENSOR_2270,pressure,Warehouse_A,1001.21,hPa,74.7,-36,offline,False,False
2025-08-14T00:10:43.887690Z,SENSOR_4612,motion,Factory_Floor_1,1.0,detected,27.9,-38,offline,False,False
2025-09-17T15:59:00.887690Z,SENSOR_3043,air_quality,Factory_Floor_2,296.71,AQI,68.8,-56,maintenance,False,False
2025-07-05T15:16:30.887690Z,SENSOR_4044,pressure,Factory_Floor_1,991.21,hPa,52.5,-31,maintenance,False,False
2025-08-08T16:33:05.887690Z,SENSOR_4438,temperature,Factory_Floor_2,22.8,°C,72.9,-55,offline,False,False
2025-08-16T15:27:27.887690Z,SENSOR_6786,humidity,Data_Center,41.01,%,54.9,-55,offline,False,False
2025-08-02T15:52:11.887690Z,SENSOR_3114,air_quality,Office_Building,273.02,AQI,30.8,-37,online,False,False
2025-07-13T16:27:48.887690Z,SENSOR_9288,motion,Factory_Floor_2,0.0,detected,69.0,-70,online,False,False
2025-08-11T12:56:02.887690Z,SENSOR_1691,light,Office_Building,625.85,lux,69.7,-65,maintenance,False,False
2025-09-21T13:39:35.887690Z,SENSOR_6552,pressure,Warehouse_B,991.92,hPa,47.2,-32,offline,True,False
2025-09-24T03:25:43.887690Z,SENSOR_5890,air_quality,Data_Center,160.98,AQI,13.2,-39,online,False,False
2025-08-26T15:50:20.887690Z,SENSOR_3079,pressure,Warehouse_A,1018.2,hPa,25.8,-72,offline,False,False
2025-06-26T11:56:55.887690Z,SENSOR_8018,motion,Warehouse_B,1.0,detected,20.2,-54,maintenance,False,False
2025-07-10T20:26:52.887690Z,SENSOR_5376,motion,Warehouse_B,0.0,detected,59.1,-38,offline,False,False
2025-09-23T01:30:28.887690Z,SENSOR_1725,air_quality,Data_Center,73.63,AQI,51.9,-76,maintenance,False,False
2025-07-04T07:44:26.887690Z,SENSOR_4199,motion,Factory_Floor_2,1.0,detected,14.6,-30,offline,False,False
2025-09-09T03:55:17.887690Z,SENSOR_5764,light,Warehouse_B,455.38,lux,50.9,-33,maintenance,True,False
2025-09-24T00:50:06.887690Z,SENSOR_8578,humidity,Factory_Floor_2,36.87,%,73.6,-32,maintenance,False,False
2025-07-31T11:07:20.887690Z,SENSOR_9084,light,Office_Building,885.22,lux,65.1,-33,online,False,False
2025-09-03T15:06:48.887690Z,SENSOR_2034,pressure,Factory_Floor_1,1014.8,hPa,53.6,-64,offline,True,False
2025-08-08T11:56:03.887690Z,SENSOR_3916,temperature,Factory_Floor_1,18.79,°C,63.8,-55,online,False,False
2025-07-22T14:29:20.887690Z,SENSOR_9344,light,Factory_Floor_1,921.56,lux,36.0,-87,maintenance,False,False
2025-07-12T18:29:16.887690Z,SENSOR_8952,humidity,Office_Building,82.03,%,58.7,-57,online,False,False
2025-08-08T23:27:26.887690Z,SENSOR_9471,motion,Office_Building,0.0,detected,71.0,-51,online,False,False
2025-07-05T07:35:21.887690Z,SENSOR_2760,air_quality,Warehouse_A,75.88,AQI,18.8,-36,maintenance,False,False
2025-09-16T21:14:26.887690Z,SENSOR_3489,motion,Warehouse_B,0.0,detected,44.3,-46,online,True,False
2025-07-06T04:37:42.887690Z,SENSOR_9686,motion,Factory_Floor_2,0.0,detected,16.5,-31,online,True,False
2025-07-19T08:10:49.887690Z,SENSOR_7167,pressure,Warehouse_A,996.91,hPa,74.9,-55,maintenance,False,False
2025-07-27T17:18:28.887690Z,SENSOR_5300,light,Warehouse_A,662.74,lux,27.7,-62,online,False,True
2025-07-18T02:00:06.887690Z,SENSOR_1140,light,Warehouse_A,969.94,lux,62.3,-86,maintenance,False,False
2025-08-17T03:36:09.887690Z,SENSOR_3690,temperature,Office_Building,34.9,°C,96.6,-48,online,False,False
2025-09-16T05:31:08.887690Z,SENSOR_1208,air_quality,Data_Center,178.66,AQI,91.1,-59,offline,False,False
2025-08-25T00:58:21.887690Z,SENSOR_5328,humidity,Factory_Floor_1,76.95,%,51.9,-87,maintenance,False,False
2025-07-09T22:15:50.887690Z,SENSOR_6052,air_quality,Factory_Floor_1,186.2,AQI,48.4,-54,offline,False,True
2025-09-06T15:33:16.887690Z,SENSOR_7671,temperature,Factory_Floor_2,34.02,°C,57.5,-42,online,False,False
2025-09-22T01:53:08.887690Z,SENSOR_1923,humidity,Data_Center,87.27,%,91.2,-59,offline,False,False
2025-08-08T17:13:32.887690Z,SENSOR_7623,humidity,Warehouse_B,63.2,%,19.0,-82,online,True,False
2025-07-07T16:34:54.887690Z,SENSOR_2099,motion,Warehouse_B,1.0,detected,33.2,-77,offline,False,False
2025-09-18T22:54:47.887690Z,SENSOR_9703,light,Factory_Floor_1,473.14,lux,23.9,-76,online,False,False
2025-09-03T06:14:27.887690Z,SENSOR_9630,air_quality,Warehouse_A,65.9,AQI,67.4,-44,offline,False,False
2025-08-02T13:59:37.887690Z,SENSOR_7646,humidity,Warehouse_A,69.83,%,87.7,-70,online,False,False
2025-09-08T02:32:23.887690Z,SENSOR_3135,temperature,Factory_Floor_2,20.53,°C,88.1,-77,online,False,False
2025-07-07T05:05:22.887690Z,SENSOR_9493,air_quality,Factory_Floor_2,76.74,AQI,75.2,-46,offline,False,False
2025-07-10T04:57:13.887690Z,SENSOR_9217,humidity,Warehouse_B,61.6,%,20.9,-43,online,False,False
2025-09-22T19:45:07.887690Z,SENSOR_9071,temperature,Factory_Floor_2,31.31,°C,62.8,-61,online,False,False
2025-09-04T04:38:51.887690Z,SENSOR_9600,humidity,Factory_Floor_1,65.88,%,33.8,-78,offline,False,False
2025-09-15T03:44:29.887690Z,SENSOR_1040,pressure,Warehouse_B,1021.93,hPa,96.7,-39,maintenance,False,False
2025-08-11T16:40:14.887690Z,SENSOR_9731,light,Data_Center,984.89,lux,17.4,-69,online,False,False
2025-09-13T05:51:48.887690Z,SENSOR_5747,humidity,Factory_Floor_2,68.16,%,29.0,-71,online,False,False
2025-09-04T12:42:33.887690Z,SENSOR_5687,temperature,Factory_Floor_1,32.37,°C,46.8,-45,online,False,False
2025-08-05T01:49:56.887690Z,SENSOR_1692,air_quality,Office_Building,167.14,AQI,96.9,-81,maintenance,False,False
2025-08-23T04:48:57.887690Z,SENSOR_4628,light,Warehouse_A,517.49,lux,19.2,-37,maintenance,False,False
2025-09-24T04:29:45.887690Z,SENSOR_3476,pressure,Warehouse_B,991.59,hPa,21.7,-88,online,False,False
2025-09-18T06:30:33.887690Z,SENSOR_2435,motion,Factory_Floor_2,1.0,detected,84.8,-70,offline,False,False
2025-09-18T17:06:20.887690Z,SENSOR_8924,pressure,Data_Center,1006.87,hPa,26.6,-50,online,False,False
2025-08-01T12:10:41.887690Z,SENSOR_4242,air_quality,Factory_Floor_2,230.83,AQI,98.1,-64,online,False,False
2025-09-18T13:46:01.887690Z,SENSOR_6486,air_quality,Data_Center,53.09,AQI,38.3,-50,online,False,False
2025-07-26T07:53:51.887690Z,SENSOR_5217,pressure,Office_Building,1025.44,hPa,80.7,-71,online,False,False
2025-09-03T03:47:08.887690Z,SENSOR_2800,light,Warehouse_B,498.85,lux,12.4,-75,maintenance,False,False
2025-07-18T04:47:52.887690Z,SENSOR_7688,light,Data_Center,215.3,lux,18.8,-37,offline,False,False
2025-08-02T09:38:03.887690Z,SENSOR_1935,humidity,Data_Center,36.74,%,83.8,-64,offline,False,True
2025-07-08T02:05:51.887690Z,SENSOR_1702,motion,Factory_Floor_2,0.0,detected,39.3,-36,offline,False,False
2025-06-27T22:34:46.887690Z,SENSOR_9994,humidity,Factory_Floor_2,54.63,%,96.4,-55,online,False,False
2025-07-25T18:34:41.887690Z,SENSOR_8660,temperature,Factory_Floor_2,18.12,°C,86.6,-76,maintenance,False,False
2025-07-09T15:52:06.887690Z,SENSOR_8259,humidity,Office_Building,66.87,%,21.0,-36,maintenance,False,False
2025-09-09T22:55:48.887690Z,SENSOR_6066,humidity,Warehouse_B,47.34,%,43.7,-62,maintenance,False,False
2025-08-12T07:43:48.887690Z,SENSOR_3045,motion,Warehouse_A,1.0,detected,47.9,-45,maintenance,False,False
2025-07-23T18:46:18.887690Z,SENSOR_3804,air_quality,Factory_Floor_2,54.87,AQI,19.3,-47,online,False,False
2025-07-11T18:34:08.887690Z,SENSOR_1327,motion,Data_Center,0.0,detected,59.5,-72,maintenance,False,False
2025-09-24T02:14:43.887690Z,SENSOR_1940,air_quality,Factory_Floor_1,92.51,AQI,54.6,-71,maintenance,False,False
2025-07-29T22:22:22.887690Z,SENSOR_2085,pressure,Factory_Floor_2,1023.44,hPa,41.0,-77,maintenance,False,False
2025-07-17T11:10:21.887690Z,SENSOR_5348,humidity,Office_Building,48.03,%,98.6,-74,maintenance,False,False
2025-09-09T04:17:58.887690Z,SENSOR_8052,light,Office_Building,494.03,lux,75.2,-56,offline,False,False
2025-08-26T01:32:14.887690Z,SENSOR_2133,air_quality,Factory_Floor_2,154.18,AQI,37.4,-48,offline,False,False
2025-08-19T13:31:25.887690Z,SENSOR_8679,temperature,Warehouse_A,22.72,°C,88.0,-34,offline,False,False
2025-08-06T14:20:33.887690Z,SENSOR_8798,pressure,Office_Building,994.21,hPa,80.2,-64,maintenance,False,False
2025-09-20T20:33:56.887690Z,SENSOR_2410,motion,Warehouse_A,1.0,detected,88.2,-73,offline,False,False
2025-09-18T00:02:40.887690Z,SENSOR_3763,motion,Factory_Floor_1,0.0,detected,64.5,-78,offline,True,False
2025-09-02T12:46:02.887690Z,SENSOR_9099,motion,Warehouse_B,0.0,detected,42.1,-39,offline,False,False
2025-07-12T21:10:04.887690Z,SENSOR_1030,light,Data_Center,222.81,lux,50.9,-63,offline,False,False
2025-07-16T23:03:35.887690Z,SENSOR_6840,air_quality,Warehouse_B,94.76,AQI,74.4,-45,maintenance,False,False
2025-09-03T05:23:49.887690Z,SENSOR_7770,pressure,Office_Building,1014.99,hPa,45.9,-85,maintenance,False,False
2025-07-28T05:09:34.887690Z,SENSOR_6272,air_quality,Factory_Floor_2,133.08,AQI,67.8,-75,maintenance,False,False
2025-08-17T17:07:45.887690Z,SENSOR_2378,pressure,Office_Building,996.05,hPa,82.2,-41,online,False,False
2025-07-16T05:37:17.887690Z,SENSOR_7236,light,Data_Center,321.84,lux,66.0,-59,offline,False,False
2025-07-21T00:28:47.887690Z,SENSOR_6762,air_quality,Warehouse_A,251.7,AQI,78.1,-52,maintenance,True,False
2025-08-02T14:08:31.887690Z,SENSOR_4901,pressure,Warehouse_A,1028.27,hPa,91.1,-51,offline,False,False
2025-07-11T02:33:59.887690Z,SENSOR_8580,temperature,Factory_Floor_2,33.76,°C,83.4,-83,online,False,False
2025-08-07T14:55:02.887690Z,SENSOR_4051,motion,Office_Building,0.0,detected,50.6,-52,online,False,False
2025-06-29T12:42:33.887690Z,SENSOR_9005,temperature,Factory_Floor_1,25.85,°C,24.6,-59,offline,False,False
2025-07-29T04:44:58.887690Z,SENSOR_5171,humidity,Warehouse_B,83.72,%,23.3,-60,offline,True,False
2025-07-04T13:32:38.887690Z,SENSOR_9748,pressure,Factory_Floor_1,997.97,hPa,56.7,-54,online,False,False
2025-09-20T19:24:47.887690Z,SENSOR_3929,pressure,Warehouse_B,1009.53,hPa,55.2,-74,offline,False,False
2025-08-08T09:35:50.887690Z,SENSOR_2959,motion,Warehouse_A,0.0,detected,23.6,-89,maintenance,False,False
2025-06-30T23:59:06.887690Z,SENSOR_1059,motion,Office_Building,1.0,detected,66.4,-37,offline,False,False
2025-08-22T22:42:30.887690Z,SENSOR_4088,temperature,Data_Center,31.94,°C,54.2,-81,maintenance,False,False
2025-07-16T01:32:18.887690Z,SENSOR_9607,pressure,Factory_Floor_2,995.42,hPa,62.8,-50,online,False,False
2025-07-24T05:18:18.887690Z,SENSOR_3339,air_quality,Warehouse_B,185.22,AQI,58.5,-70,maintenance,False,False
2025-07-25T14:34:35.887690Z,SENSOR_3201,humidity,Office_Building,34.12,%,48.2,-45,maintenance,False,False
2025-09-18T21:52:44.887690Z,SENSOR_1988,motion,Data_Center,1.0,detected,33.9,-46,offline,False,False
2025-09-24T08:02:06.887690Z,SENSOR_5012,humidity,Data_Center,78.94,%,47.9,-71,maintenance,False,False
2025-08-14T20:44:52.887690Z,SENSOR_8037,temperature,Warehouse_B,34.95,°C,40.5,-34,offline,False,False
2025-08-03T04:22:10.887690Z,SENSOR_2344,temperature,Data_Center,18.58,°C,72.3,-73,maintenance,False,False
2025-08-01T07:35:00.887690Z,SENSOR_1715,light,Warehouse_B,455.52,lux,47.6,-73,online,False,False
2025-09-23T16:31:59.887690Z,SENSOR_1827,pressure,Factory_Floor_1,1020.6,hPa,39.9,-36,offline,False,False
2025-08-21T04:19:27.887690Z,SENSOR_9988,light,Factory_Floor_2,439.84,lux,88.4,-58,online,False,False
2025-08-15T00:46:22.887690Z,SENSOR_4812,temperature,Data_Center,30.36,°C,99.3,-55,maintenance,False,False
2025-09-06T04:14:27.887690Z,SENSOR_1516,air_quality,Warehouse_B,67.52,AQI,21.8,-84,offline,False,False
2025-07-15T22:53:05.887690Z,SENSOR_1125,temperature,Factory_Floor_1,19.76,°C,81.9,-57,offline,False,False
2025-07-06T11:21:48.887690Z,SENSOR_7567,temperature,Office_Building,30.62,°C,23.4,-45,offline,False,False
2025-07-02T03:22:18.887690Z,SENSOR_6505,light,Warehouse_B,413.18,lux,72.3,-66,maintenance,False,False
2025-08-27T06:48:07.887690Z,SENSOR_6197,humidity,Warehouse_A,56.49,%,42.4,-53,offline,False,False
2025-09-15T17:35:20.887690Z,SENSOR_7935,temperature,Factory_Floor_2,34.88,°C,38.3,-68,maintenance,False,False
2025-08-16T05:27:42.887690Z,SENSOR_8064,motion,Factory_Floor_1,1.0,detected,56.3,-65,maintenance,False,False
2025-09-20T08:42:12.887690Z,SENSOR_5172,temperature,Office_Building,33.01,°C,11.1,-84,online,False,False
2025-06-30T17:48:03.887690Z,SENSOR_6120,air_quality,Data_Center,92.86,AQI,62.8,-89,maintenance,False,False
2025-06-28T20:11:06.887690Z,SENSOR_9772,motion,Data_Center,0.0,detected,55.0,-50,online,False,False
2025-09-08T17:54:06.887690Z,SENSOR_4187,air_quality,Office_Building,180.37,AQI,67.4,-44,online,False,False
2025-09-09T05:05:13.887690Z,SENSOR_8617,pressure,Office_Building,1025.91,hPa,48.1,-67,maintenance,False,False
2025-08-30T05:56:27.887690Z,SENSOR_1448,pressure,Warehouse_B,1014.87,hPa,18.4,-70,online,False,False
2025-08-11T19:49:37.887690Z,SENSOR_3961,motion,Data_Center,1.0,detected,76.4,-70,online,False,False
2025-07-04T09:35:01.887690Z,SENSOR_7882,temperature,Factory_Floor_1,21.0,°C,41.2,-40,maintenance,False,False
2025-08-17T03:41:29.887690Z,SENSOR_9427,air_quality,Warehouse_A,294.44,AQI,12.0,-63,offline,False,False
2025-09-02T09:30:29.887690Z,SENSOR_2721,light,Data_Center,74.79,lux,34.6,-83,offline,False,False
2025-08-11T23:02:00.887690Z,SENSOR_1785,temperature,Warehouse_B,20.68,°C,98.5,-58,maintenance,False,False
2025-08-19T18:32:17.887690Z,SENSOR_5759,light,Warehouse_B,688.69,lux,44.8,-89,maintenance,False,False
2025-08-21T17:32:00.887690Z,SENSOR_8973,humidity,Factory_Floor_2,52.89,%,26.2,-73,online,False,False
2025-08-09T03:50:44.887690Z,SENSOR_5072,light,Factory_Floor_1,212.04,lux,82.9,-42,maintenance,False,False
2025-09-07T15:46:46.887690Z,SENSOR_6864,light,Warehouse_A,148.77,lux,14.1,-82,maintenance,False,True
2025-08-03T19:21:52.887690Z,SENSOR_5488,humidity,Factory_Floor_1,44.01,%,31.0,-36,maintenance,False,False
2025-07-20T07:36:40.887690Z,SENSOR_2309,motion,Data_Center,0.0,detected,11.4,-32,maintenance,False,False
2025-07-02T08:28:53.887690Z,SENSOR_6688,temperature,Data_Center,32.28,°C,67.6,-34,online,False,False
2025-09-04T19:49:42.887690Z,SENSOR_5973,temperature,Factory_Floor_2,19.1,°C,23.9,-42,offline,False,False
2025-06-29T23:47:53.887690Z,SENSOR_4308,pressure,Factory_Floor_1,1022.78,hPa,46.8,-73,offline,False,False
2025-08-13T21:06:03.887690Z,SENSOR_2032,light,Office_Building,662.21,lux,86.8,-60,online,False,False
2025-08-01T03:38:41.887690Z,SENSOR_8080,temperature,Factory_Floor_1,33.32,°C,63.3,-30,online,False,False
2025-08-03T09:13:31.887690Z,SENSOR_3813,pressure,Factory_Floor_1,1029.29,hPa,30.4,-65,maintenance,False,False
2025-09-06T20:32:25.887690Z,SENSOR_7324,light,Factory_Floor_2,205.06,lux,18.3,-46,maintenance,False,False
2025-08-31T08:38:09.887690Z,SENSOR_6739,pressure,Warehouse_B,1020.95,hPa,34.4,-38,maintenance,False,False
2025-07-14T03:01:45.887690Z,SENSOR_7518,motion,Warehouse_A,1.0,detected,90.6,-38,offline,False,False
2025-09-21T23:07:21.887690Z,SENSOR_3075,temperature,Factory_Floor_2,32.72,°C,79.1,-31,offline,False,False
2025-08-17T14:51:11.887690Z,SENSOR_3450,motion,Data_Center,1.0,detected,23.2,-90,maintenance,False,False
2025-08-10T10:21:57.887690Z,SENSOR_1722,air_quality,Data_Center,279.15,AQI,91.7,-63,online,False,False
2025-09-01T16:31:16.887690Z,SENSOR_3519,humidity,Office_Building,59.85,%,44.1,-69,online,False,False
2025-09-03T00:44:52.887690Z,SENSOR_6793,pressure,Data_Center,1003.64,hPa,82.1,-36,online,True,False
2025-09-17T06:40:29.887690Z,SENSOR_6766,pressure,Data_Center,1020.77,hPa,54.0,-33,online,False,False
2025-08-21T04:40:57.887690Z,SENSOR_3507,air_quality,Office_Building,151.98,AQI,94.9,-79,offline,False,False
2025-09-13T05:16:47.887690Z,SENSOR_6286,motion,Data_Center,1.0,detected,83.5,-70,maintenance,False,False
2025-09-06T05:43:26.887690Z,SENSOR_9652,motion,Data_Center,1.0,detected,28.6,-45,maintenance,False,False
2025-08-13T11:36:52.887690Z,SENSOR_8308,air_quality,Data_Center,235.36,AQI,81.7,-80,offline,False,False
2025-08-30T06:04:27.887690Z,SENSOR_3742,light,Data_Center,759.72,lux,13.5,-62,online,False,False
2025-08-18T15:36:21.887690Z,SENSOR_7360,temperature,Factory_Floor_2,33.67,°C,70.7,-51,offline,False,False
2025-09-10T12:30:15.887690Z,SENSOR_6273,air_quality,Factory_Floor_1,55.63,AQI,29.9,-30,online,True,False
2025-07-30T03:12:11.887690Z,SENSOR_1625,humidity,Warehouse_B,43.62,%,35.6,-83,offline,False,False
2025-08-23T06:29:42.887690Z,SENSOR_4115,motion,Warehouse_B,0.0,detected,43.6,-90,offline,False,True
2025-09-11T00:46:50.887690Z,SENSOR_6746,temperature,Factory_Floor_1,26.39,°C,79.3,-36,offline,False,False
2025-08-17T09:19:50.887690Z,SENSOR_1549,light,Office_Building,705.58,lux,80.1,-32,online,True,False
2025-07-04T05:29:16.887690Z,SENSOR_7743,air_quality,Data_Center,56.69,AQI,24.6,-65,offline,False,False
2025-06-30T04:31:08.887690Z,SENSOR_9011,pressure,Warehouse_B,1025.38,hPa,52.4,-46,maintenance,False,False
2025-09-01T07:55:56.887690Z,SENSOR_8312,temperature,Warehouse_A,29.82,°C,46.6,-42,offline,False,False
2025-09-19T22:52:22.887690Z,SENSOR_3955,air_quality,Warehouse_B,126.92,AQI,67.7,-55,offline,False,False
2025-08-23T12:32:07.887690Z,SENSOR_4843,motion,Data_Center,0.0,detected,66.9,-77,offline,False,False
2025-07-19T15:34:53.887690Z,SENSOR_6501,air_quality,Factory_Floor_1,225.67,AQI,75.7,-37,maintenance,False,False
2025-08-13T19:39:40.887690Z,SENSOR_9887,motion,Warehouse_B,0.0,detected,31.8,-86,offline,False,False
2025-09-21T02:57:07.887690Z,SENSOR_9240,temperature,Warehouse_A,23.21,°C,24.7,-80,maintenance,False,False
2025-07-04T18:09:57.887690Z,SENSOR_1347,pressure,Data_Center,1019.5,hPa,64.7,-69,online,False,False
2025-08-19T21:47:31.887690Z,SENSOR_6252,light,Office_Building,504.02,lux,35.3,-50,maintenance,True,False
2025-09-06T19:21:47.887690Z,SENSOR_6017,light,Factory_Floor_1,362.66,lux,17.2,-67,offline,False,False
2025-07-18T16:47:46.887690Z,SENSOR_8732,air_quality,Data_Center,203.49,AQI,87.2,-51,offline,False,False
2025-09-11T03:30:31.887690Z,SENSOR_7361,motion,Factory_Floor_1,1.0,detected,45.5,-85,maintenance,False,False
2025-09-08T16:22:02.887690Z,SENSOR_5677,light,Warehouse_A,913.45,lux,75.0,-31,offline,False,False
2025-08-13T10:16:36.887690Z,SENSOR_3970,humidity,Warehouse_A,89.75,%,35.7,-71,online,False,False
2025-09-15T11:34:12.887690Z,SENSOR_8889,motion,Data_Center,1.0,detected,79.1,-75,maintenance,False,False
2025-06-30T09:33:34.887690Z,SENSOR_7339,light,Data_Center,600.52,lux,98.0,-78,offline,False,False
2025-09-23T01:59:16.887690Z,SENSOR_1058,light,Data_Center,856.39,lux,30.6,-51,offline,False,False
2025-06-30T02:55:04.887690Z,SENSOR_9831,motion,Factory_Floor_1,1.0,detected,32.9,-82,online,False,False
2025-08-24T12:32:21.887690Z,SENSOR_6773,air_quality,Warehouse_B,165.56,AQI,67.3,-70,offline,False,False
2025-08-24T22:54:51.887690Z,SENSOR_5964,air_quality,Factory_Floor_2,89.18,AQI,78.0,-56,online,False,False
2025-09-02T16:46:29.887690Z,SENSOR_7066,light,Factory_Floor_1,192.31,lux,23.9,-62,maintenance,False,False
2025-08-12T23:04:56.887690Z,SENSOR_8779,pressure,Office_Building,998.39,hPa,41.1,-31,online,False,False
2025-07-22T15:13:46.887690Z,SENSOR_9897,air_quality,Factory_Floor_2,199.79,AQI,68.0,-45,maintenance,False,False
2025-07-18T21:33:01.887690Z,SENSOR_7158,temperature,Office_Building,26.28,°C,83.2,-52,offline,False,False
2025-08-01T23:30:11.887690Z,SENSOR_2200,light,Factory_Floor_1,520.86,lux,10.5,-33,maintenance,False,False
2025-08-20T18:28:41.887690Z,SENSOR_2957,motion,Factory_Floor_2,1.0,detected,63.7,-50,offline,True,False
2025-09-01T04:44:00.887690Z,SENSOR_1621,motion,Data_Center,0.0,detected,44.5,-78,offline,False,False
2025-08-06T11:58:42.887690Z,SENSOR_6821,humidity,Warehouse_A,50.08,%,50.1,-60,online,False,False
2025-06-29T21:16:52.887690Z,SENSOR_7349,pressure,Factory_Floor_1,1026.48,hPa,41.1,-35,online,False,False
2025-08-25T07:56:20.887690Z,SENSOR_4863,humidity,Factory_Floor_2,51.65,%,35.9,-72,offline,False,False
2025-07-22T11:25:47.887690Z,SENSOR_8262,motion,Warehouse_B,0.0,detected,50.0,-80,online,False,True
2025-07-13T09:12:54.887690Z,SENSOR_4050,light,Warehouse_A,630.87,lux,51.5,-77,offline,True,False
2025-09-12T11:45:47.887690Z,SENSOR_7717,pressure,Factory_Floor_2,1004.34,hPa,90.3,-40,offline,False,False
2025-09-08T16:02:09.887690Z,SENSOR_9719,air_quality,Warehouse_A,221.5,AQI,12.2,-58,online,False,False
2025-07-21T10:59:01.887690Z,SENSOR_8267,humidity,Warehouse_B,50.58,%,14.5,-36,online,False,False
2025-08-02T12:06:47.887690Z,SENSOR_2770,humidity,Warehouse_B,82.75,%,87.4,-90,maintenance,False,False
2025-09-10T05:15:27.887690Z,SENSOR_9669,motion,Factory_Floor_2,1.0,detected,11.9,-71,maintenance,True,False
2025-08-02T22:29:25.887690Z,SENSOR_4801,temperature,Warehouse_A,21.27,°C,97.6,-78,offline,False,False
2025-07-14T00:51:20.887690Z,SENSOR_8528,pressure,Warehouse_B,1016.55,hPa,86.6,-33,offline,False,False
2025-08-16T03:54:30.887690Z,SENSOR_6190,motion,Warehouse_A,1.0,detected,77.9,-43,maintenance,False,False
2025-07-24T05:50:11.887690Z,SENSOR_8293,light,Data_Center,408.41,lux,94.8,-44,maintenance,False,False
2025-08-05T05:32:23.887690Z,SENSOR_7809,temperature,Data_Center,26.47,°C,72.9,-78,online,False,False
2025-09-23T05:52:23.887690Z,SENSOR_3698,temperature,Data_Center,34.26,°C,58.6,-61,online,False,False
2025-07-31T06:02:54.887690Z,SENSOR_1097,humidity,Warehouse_B,60.24,%,40.7,-84,offline,False,False
2025-09-04T16:58:49.887690Z,SENSOR_5293,temperature,Factory_Floor_1,21.3,°C,60.1,-76,offline,False,False
2025-09-11T06:19:03.887690Z,SENSOR_8459,motion,Data_Center,0.0,detected,57.7,-44,online,False,False
2025-08-27T23:38:44.887690Z,SENSOR_9714,motion,Warehouse_A,1.0,detected,44.2,-46,offline,False,False
2025-08-31T11:14:58.887690Z,SENSOR_7783,light,Office_Building,837.84,lux,44.9,-62,maintenance,False,False
2025-08-13T10:12:49.887690Z,SENSOR_4453,air_quality,Warehouse_B,132.17,AQI,66.0,-74,offline,False,False
2025-09-08T11:42:31.887690Z,SENSOR_3676,air_quality,Factory_Floor_1,99.89,AQI,50.3,-85,maintenance,False,False
2025-07-20T10:18:44.887690Z,SENSOR_2582,air_quality,Factory_Floor_2,81.36,AQI,32.1,-60,online,False,False
2025-07-31T22:04:06.887690Z,SENSOR_9466,pressure,Factory_Floor_1,1019.93,hPa,81.9,-55,offline,False,False
2025-07-01T05:24:33.887690Z,SENSOR_4929,light,Factory_Floor_1,624.43,lux,44.4,-86,maintenance,False,False
2025-07-22T00:50:16.887690Z,SENSOR_3997,air_quality,Office_Building,138.16,AQI,82.6,-34,offline,False,False
2025-08-03T13:03:03.887690Z,SENSOR_5535,air_quality,Factory_Floor_2,282.3,AQI,46.8,-54,online,False,False
2025-08-26T20:13:11.887690Z,SENSOR_3476,air_quality,Factory_Floor_2,200.22,AQI,26.7,-53,online,False,False
2025-09-11T12:38:44.887690Z,SENSOR_5716,motion,Factory_Floor_2,1.0,detected,24.7,-75,online,False,False
2025-08-09T12:52:23.887690Z,SENSOR_6154,temperature,Office_Building,32.73,°C,45.2,-62,offline,False,False
2025-07-30T02:14:54.887690Z,SENSOR_4248,light,Data_Center,420.06,lux,24.8,-36,offline,False,False
